id,question,choice_A,choice_B,choice_C,choice_D,choice_E,answerKey
c606efed2381c5822b07a88424d18bd0,What task can a lawyer plan for to engage a witness who has been difficult to find?,come early,state case,nullified,clear of all charges,produce evidence,A
50a431401af19164fdf2f7dc9665203a,"Friends and family had been celebrating their marriage all day, but they were alone finally and it was time for some what?",headaches,enjoyment,riots,intimacy,ocean,D
e148c710d0c26849cf1f15293481038b,The kids wanted to cool off so they all went to what?,manual,think,relief,calm down,go swimming,E
308308b2b90d38477c1b25666a1377d9,Water turns turbines in what type of structure?,hydroelectric dam,puddle,sump pump,underground stream,sink,A
8446115d731024f6bd11810ac86329ab,"James is eloquent, usually.  Today he was just doing what to himself?",speechless,voiceless,screaming,stumbling,muttering,E
94d94cbd7a0832bee1f52dad24d53da3,Where did the farmer send the heifer to make money when she was no longer useful to the farm?,sanctuary farm,cow pasture,countryside,cattle ranch,slaughterhouse,E
d6ba40fce39fefea5ce77be72a950e98,"I put up a railing to make sure I don't fall at my house, but now when I sit outside it blocks my view, what am I sitting on?",deck,stairwell,house,lawn,flight of stairs,A
6c8839099e50401f1332e5c45757bcec,"Joe didn't have any concern for small things.   Some people thought that he was irresponsible, but Sarah insisted he was just what?",uncaring,indifference,arrogant,carefree,carelessness,D
308b1c17a0dc5273d442dba191789de7,Where would you put a folding chair if you do not plan to use it and you do not have any large doors in your house?,roof,school,beach,closet,garage,D
11d7a0f9392fcf007f22ed6bbfda8707,Where can a beaver find materials to build their dams?,zoo,body of water,home depot,books,wooded area,E
52ae1ab67be94a5f893fd84d3fd64120,"If you were looking for a grape, where is one place where you probably wouldn't find one?",kitchen,plate,field,winery,fruit stand,C
ec21d80a4d83e6a64f334e8a387892d7,What happens to the conscience of someone who has been caught committing a murder?,jail time,fear,going to prison,nothing,feeling of guilt,E
9538517cff581515ff455f761f90e3f4,If the authorities see you hurting someone else what will happen to you?,sadness,racial profiling,anger,suffering,arrested,E
1a23a8add87e8c17ae17c17f2604c24d,"The snake was worried about predators overhead, where did it go for cover?",wooded area,tropical forest,warm place,canyon,sleeping bag,A
fc7cf7bd39f9ca1782af95133df7a483,Danny hated helping people.  It always brought what?,satisfaction,good feelings,complications,feel good about yourself,stress,C
609379b5cd23ae006b6ef29a8fb9ae88,What in a car could have an led?,electronics,dashboard,electronic equipment,display,pc board,B
d14a89fb8d2d3a31d5f0c4ed0f922309,What is a person the leader of after they are inagurated?,earth,country,pack,organization,army,B
ab6872dabd0cc54c55200282e19294f4,"Sarah wanted to by a new rug.  Ink spilled onto her old one.  Really, she didn't know what that thing had an inkwell in the first place.  What piece of furniture might have been on her run?",front of door,bedroom,desk,table,living room,C
3610e66dc2f2f04ef382f75c97fb75f4,The lizard tried to stay cool by resting in what sort of location?,sunny place,rocky areas,shady spot,garden,dirt,C
b2ebe8d330edb1994eea91aebea5d072,Sahmbi was  lying about the fugitive's location.  He was lying because he wanted to avoid legal what?,confusion,being found out,hurt feelings,being fired,trouble,E
e896a4ea4e25e2f1fa17a549c1a37156,When children aren't playing outside what do they like to do?,rush around,play video games,teach parents,reach over,eat,B
416b9b7bf7d877f3d63605ff052685f9,Where is a good place to store a saw?,hardware store,tool shed,storage,tool kit,toolbox,E
eba4007b47338133a6aab4dc0707556a,Which long saga will we be watching on tonight's program?,concert,opera,theater,take class,television,B
d683040f7fb16669504f36845cee5cae,If an insurance adjuster finds your claim incorrect they will do what?,forgive,disown reject,relinquish,deny,give back,D
6ec2d64333d84d503fa81a20f1a7d32a,Sarah took poison by accident She found it in the cabinet and. thought that it was what?,drinkable,junk food,medicine,antidote,nutrient,C
1b7d5ae7bdb8552f0941da709792f082,Where do you get clothes in a shopping bag?,retail store,grocery store,pharmacy,supermarket,restaurant,A
674b81c82491619bb955af33bb19ace0,"When darkness came, what was she prompted to go to?",moon,haunted house,bed,movies,cellar,C
28d134d057da8cf6bb4dbc5217932113,"Life goes different ways for different folks, sometimes good friends have to what?",comfort,keep secrets,leave,eat cake,part ways,E
1d180545644514924d640113e50e61f3,"The teacher said she doesn't want to hear anybody talk, she wanted complete what?",silence,stop eating think first,think first,shut up,being quiet,A
edb1ce3564dd3c3f9090bead5e583ae4,Where would you get some knives if you do not have any?,restaurant,sporting goods store,drawer,backpack,kitchen,B
cd9ac90b45c7c9c897114ebbc8572355,What is typically the attitude of a child waiting for something?,wisdom,anxiety,impatience,tiredness,boredom,C
ea112d5d5d7c4e4a98b01cd246bf42e4,"James was a stranger to them, but to me he was what?",friend,family,park,known person,yellow,A
9119b937b0d981b079886502bb8de7e9,"The man was seeking directions in the lobby, who should he talk to?",receptionist,the sun,office building,business plan,large building,A
f85ffc57e60e1d8682feb352a67dfbd0,Nations agreeing with each other will lead to what?,taco tuesday,like,problem,peace,contract,D
6606ca6b12b0e2bd6b58f14b94ab0e84,The baboon is a species of monkey native to where?,amazon basin,rain forest,zoological gardens,jungle,african continent,E
10355743a590eb2845bfeae3f2e6b3af,Where is a cord likely to be on a tent?,inside tent,delivery room,hardware store,backpack,sporting goods store,E
9e58344d0a7533961dfd182658f5e61a,"John was driving to work and running late, what did he experience as he walked through the door?",impatience,sadness,anxiety,stress,boredom,C
995a198e561f7fc754bbb7a7fef0e965,When someone falls from a mountain it will lead them to?,too much,act dead,die,rush,explode,C
6b91e83e9da307cb4ad52d859c5c4483,Jane read all of the related literature before she went into the room to speak with the others. Where did she keep her literature?,meeting,conference,public library,bag,shelf,E
39513589a9eb8e76f8db2bb4354bca49,"If a person accidentally harms another person, what happens to them?",live happily,work at home,catch cold,feel ashamed,throw a party,D
a422c8685a756821e52e083d2c95ea19,What does a person feel when they are close to their birthday?,presents,eat every day,excited,expressive,compliments,C
898bebf3e5d85f5fb36aa1ff20e89f64,"When you tie a bow, how is it tied?",light,lightly,loosely,slowly,correct,C
94dc6210f40f223e9c64898ad9393d3e,If children get confused walking home where may they go?,play chess,sun themselves,wrong house,set table,gettable,C
50dabad382ac02b6b79b2ef9ed7c43fd,Someone who's belief in a philosophy is not slight but extreme is what?,significant,important,radical,radical,essencial,C
1646c57fc6eca2e68f520cc9599c5061,Where would you normally apply sunblock to protect bare skin from sunshine?,meadow,summer,sand,street,beach,E
64ed7d11776f1b1f594c6cbd33050b82,"He drank coffee every morning on his commute, he said it gave him energy for what?",play sports,obesity,work,wrestle,fatigue,C
34eabb953af079f01944b41f2e9ed785,Dan is always giving assistance.  He what does he want to create for people?,better circumstances,happiness,people helped,learning new skills,death,A
275703e08ce4fffbd9d099a8e0128ebf,"The bookshop only sold specialty items, so where should someone go for popular books?",shopping center,department store,student union,mall,school,B
5ce4809a407c763a74fde4430d2e94d0,What does every person have that not every wolf has?,human intelligence,hide,name,mouth,heart,C
c7649a97f3dfaa5e898f555ec6608922,What could happen after you are eating lunch that affects other people?,gain weight,farts,jealous,heartburn,bad breath,E
76da518559303d15ac721dfc1b3f9a2c,"The knob of the kitchen drawer wouldn't stay tightened, so he went to buy a new screw where?",control panel,television,opening mailbox,supermarket,hardware store,E
94490fe2138e053a8339dcb49582afc1,Where could you find multiple ruler that are owned by different people?,measure distance,england,office,drawer,desk,C
4151bfac702ee16a6f923cb5c28f0fff,Where does litter end up when it's tossed from a car?,roadsides,street corner,not in the garbage,park,ground,A
e0e1ed6a367990001609b80b6a9770d3,Everything is bigger at a steak house where?,new york,texas,japan,town,montana,B
7aaea94e73b4141a9ffa6c6a10bfcc00,You'd add pepper and salt to what liquid meal if it's bland?,supermarket,water,cellars,soup,grocery store,D
6847bbceeaa4c9dafcc3175c1e927c14,Why might someone not get things they need?,cost money,fall apart,be demanding,happen to,go wrong,A
d021fa45305002f81aba8006a2654c80,"Where would people be looking at some things which can move, but are not moving?",football stadium,surface of earth,car show,opera,movie,C
557237ba0b61f9a69ec696bdbb00743d,Going in an air conditioned room to cool off is a good way to get what from hot weather?,rest,go swimming,relief,calm down,change,C
a2d3023ab9beeb1bc9f051dacd3f2049,What city is known for having a nightclub scene?,new-york,major city,manhattan,downtown area,building,C
2097fd4c58cc97f317f77d8989e868c6,"The project needs paint, where to go to get some?",shelf,windowsill,shop,hardware store,workshop,D
037b530c9d9da0677669318b9670afa8,A person tickling someone else knows they are getting close to a very ticklish spot when they start to hear what sound?,itchiness,nausea,giggling,laughing,yelling,C
b481cb27473073d189ed0ad53b476cad,Where do a lot of people store their extra toilet paper?,bathroom,grocery store,bedroom,cabinet,restroom,D
7834e94273af81773725eaf939410f98,A beaver builds structures to block what sort of feature?,books,zoo,body of water,wooded area,animals,C
102eb42e7b31099ab767af0df88ab035,What type of booking office is likely to be used for planning a trip?,england,police station,airport,travel agency,city,D
a946fab72145bac3a0fce4e5e61c0503,A villain in the middle ages is a type of what?,nobleman,landowner,good guy,aristocrat,saint,B
3ec3b6b9a330e80b8ee28cfab72f76c7,What traditional shop would one find a razor in?,medicine cabinet,barber shop,bath room,grocery store,suitcase,B
098b53016ded0e777312a80d76d61472,What crunchy treat do many people have at a movie theater?,city,jolly rancher,popcorn,town,cineplex,C
fc7c6c6e8d81533b74293632205f602b,How are people typically positioned in an interview?,facing each other,round-table,gather together,get angry,believe in god,A
4ff0d656bf56716538ce381d99336a56,Where always has a large amount of trash that only grows?,dumpster,detroit,garbage dump,state park,subway,C
13828090df392c1cf855456fdf735b73,"Sam was very orthodox.  This was in opposition to his roommate, who was very what?",liberal,heretical,recalcitrant,conservadox,catholic.,A
1b2aa7bf5ec95cf015f91909910ff4d7,Where could you find a passageway with many people in it?,gate,airport,building,jungle,cave,B
30ba4aacbd52c33a50a6bbbd57d88864,"The water was transferred with the fish in it, where did the fish end up?",grass,sewage treatment plant,fish tank,reflecting pool,surface of earth,C
26bc6f7036ed08c49e6e798b2954f59f,What does a long session of procreating cause?,having children,feeling good,overpopulation,exhaustion,reproduction,D
2869e6d7fcfb4b1f0d68babb0d0f920e,Where would a bell end a scheduled class?,church,boat,school,educational institution,front door,C
967806cbcdb6003f0498ec56d6c93a73,"When the man was preparing for having a bath, what did he look for in the water?",being clear,get wet,bathing soap,will drown,personal cleanliness,A
ef2acd4346712ac3a19e39b1336791b8,Dan's mother always told him that bathing was necessary because it led to what?,dry skin,nudity,cleanliness,use soap,having a strong scent,C
